32490	31404	1
32490	31423	1
32490	31429	1
32490	31436	1
32490	31439	1
32490	31442	1
32490	31443	1
32490	31445	0
32490	31458	1
32490	31465	1
32490	31483	1
32490	31485	1
32490	31494	1
32490	31495	0
32490	31497	1
32490	31507	1
32490	31511	1
32490	31517	1
32490	31518	1
32490	31523	1
32490	31525	1
32490	31535	0
32490	31545	0
32490	31550	1
32490	31551	1
32490	31560	1
32490	31563	1
32490	31572	1
32490	31573	1
32490	31582	1
32490	31597	1
32490	31599	1
32490	31602	1
32490	31604	1
32490	31609	1
32490	31610	0
32490	31617	1
32490	31621	1
32490	31623	1
32490	31624	1
32490	31633	1
32490	31635	1
32490	31647	1
32490	31648	0
32490	31650	0
32490	31658	1
32490	31661	0
32490	31673	1
32490	31686	1
32490	31715	1
32490	31725	1
32491	31423	1
32491	31436	1
32491	31442	1
32491	31443	1
32491	31449	1
32491	31462	0
32491	31465	1
32491	31483	1
32491	31485	1
32491	31491	0
32491	31507	1
32491	31511	1
32491	31516	1
32491	31517	1
32491	31523	1
32491	31525	1
32491	31542	1
32491	31547	1
32491	31550	1
32491	31560	1
32491	31565	1
32491	31573	1
32491	31582	1
32491	31586	0
32491	31597	1
32491	31599	1
32491	31601	0
32491	31604	1
32491	31607	1
32491	31609	1
32491	31617	1
32491	31623	1
32491	31624	1
32491	31647	1
32491	31658	1
32491	31665	0
32491	31673	1
32491	31686	1
32491	31699	1
32491	31722	1
32491	31725	1
32491	31732	0
32492	31402	0
32492	31423	1
32492	31428	0
32492	31436	1
32492	31437	0
32492	31443	1
32492	31450	0
32492	31465	1
32492	31483	1
32492	31485	1
32492	31507	1
32492	31511	1
32492	31514	1
32492	31517	1
32492	31523	1
32492	31525	1
32492	31526	1
32492	31536	1
32492	31550	1
32492	31560	1
32492	31572	0
32492	31573	1
32492	31574	0
32492	31582	1
32492	31591	1
32492	31597	1
32492	31599	1
32492	31602	1
32492	31604	1
32492	31609	1
32492	31616	0
32492	31617	1
32492	31624	1
32492	31647	1
32492	31658	1
32492	31666	0
32492	31673	1
32492	31682	0
32492	31686	1
32492	31691	1
32492	31707	1
32492	31724	0
32492	31725	1
32492	31730	1
32492	31733	0
32493	31415	0
32493	31423	1
32493	31436	1
32493	31442	1
32493	31443	1
32493	31444	1
32493	31454	0
32493	31465	1
32493	31482	0
32493	31483	1
32493	31484	1
32493	31497	1
32493	31507	1
32493	31511	1
32493	31512	0
32493	31515	0
32493	31517	1
32493	31523	1
32493	31524	0
32493	31525	1
32493	31550	1
32493	31560	1
32493	31572	1
32493	31573	1
32493	31580	0
32493	31582	1
32493	31597	1
32493	31599	1
32493	31604	1
32493	31609	1
32493	31617	1
32493	31624	1
32493	31641	0
32493	31654	0
32493	31658	1
32493	31662	0
32493	31673	1
32493	31686	1
32493	31702	1
32493	31725	1
32494	31406	1
32494	31413	0
32494	31423	1
32494	31436	1
32494	31443	1
32494	31459	0
32494	31465	1
32494	31468	1
32494	31483	1
32494	31487	0
32494	31507	1
32494	31511	1
32494	31517	1
32494	31522	1
32494	31523	1
32494	31525	1
32494	31550	1
32494	31551	1
32494	31552	0
32494	31560	1
32494	31573	1
32494	31582	1
32494	31596	0
32494	31597	1
32494	31599	1
32494	31604	1
32494	31617	1
32494	31623	0
32494	31624	1
32494	31637	1
32494	31639	1
32494	31643	0
32494	31647	1
32494	31651	0
32494	31658	1
32494	31673	1
32494	31680	1
32494	31707	1
32494	31708	0
32494	31725	1
32494	31727	0
32495	31423	1
32495	31432	1
32495	31436	1
32495	31440	0
32495	31443	1
32495	31445	0
32495	31458	0
32495	31460	0
32495	31465	1
32495	31468	1
32495	31483	1
32495	31507	1
32495	31511	1
32495	31517	1
32495	31518	0
32495	31523	1
32495	31525	1
32495	31541	0
32495	31550	1
32495	31560	1
32495	31563	1
32495	31572	1
32495	31573	1
32495	31582	1
32495	31597	1
32495	31599	1
32495	31604	1
32495	31617	1
32495	31620	0
32495	31624	1
32495	31635	1
32495	31638	0
32495	31644	0
32495	31658	1
32495	31673	1
32495	31700	0
32495	31704	1
32495	31713	0
32495	31717	0
32495	31725	1
32496	31420	0
32496	31423	1
32496	31436	1
32496	31437	0
32496	31438	0
32496	31442	1
32496	31443	1
